id,name,latitude,longitude
253,Haste St at College Ave,37.86641794050319,-122.25379943847656
386,24th St at Bartlett St,37.752104984423575,-122.41972357034685
95,Sanchez St at 15th St,37.7662185,-122.4310597
183,Telegraph Ave at 19th St,37.8087021,-122.2699271
5,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.4084448814392
137,Jersey St at Castro St,37.750506,-122.4339496
73,Pierce St at Haight St,37.7717933,-122.4337079
176,MacArthur BART Station,37.82840997305853,-122.26631462574004
197,El Embarcadero at Grand Ave,37.8088479,-122.2496799
136,23rd St at San Bruno Ave,37.7544356,-122.4043639
33,Golden Gate Ave at Hyde St,37.7816495,-122.4154077
59,S Van Ness Ave at Market St,37.774814,-122.418954
115,Jackson Playground,37.7650259,-122.3987734
262,West St at University Ave,37.86996670760404,-122.28653311729433
368,Myrtle St at Polk St,37.78543382786823,-122.41962164640428
385,Woolsey St at Sacramento St,37.8505777,-122.2781754
112,Harrison St at 17th St,37.7638471,-122.4130036
16,West Oakland BART Station,37.8053183,-122.2948365
4,Cyril Magnin St at Ellis St,37.78588062694133,-122.4089150084319
247,Fulton St at Bancroft Way,37.8677892,-122.2658964
97,14th St at Mission St,37.7682646,-122.4201102
308,San Pedro Square,37.336802,-121.8940901
75,Market St at Franklin St,37.7737932060887,-122.42123901844025
123,Folsom St at 19th St,37.7605936,-122.4148171
172,College Ave at Taft Ave,37.8417999,-122.2515349
114,Rhode Island St at 17th St,37.7644783,-122.4025701
244,Shattuck Ave at Hearst Ave,37.87367621459825,-122.26848721504211
8,The Embarcadero at Vallejo St,37.799953,-122.398525
55,Webster St at Grove St,37.7770527,-122.4295585
62,Victoria Manalo Draves Park,37.77779057034257,-122.40643188357352
125,20th St at Bryant St,37.7592005,-122.409851
49,S Park St at 3rd St,37.7807601,-122.3949894
194,Lakeshore Ave at Trestle Glen Rd,37.8110807,-122.2432677
263,Channing Way at San Pablo Ave,37.8628271,-122.2902305
12,Mission Dolores Park,37.7614205,-122.4264353
371,Lombard St at Columbus Ave,37.80274615250053,-122.41357862949371
107,17th St at Dolores St,37.7630152,-122.4264968
144,Precita Park,37.7472996,-122.4114029
47,4th St at Harrison St,37.78095459960753,-122.39974915981291
148,Horton St at 40th St,37.8297046,-122.2876102
383,Golden Gate Ave at Franklin St,37.7807871267462,-122.4219337105751
17,Embarcadero BART Station (Beale St at Market St),37.792251,-122.397086
281,9th St at San Fernando St,37.3383952,-121.8807965
66,3rd St at Townsend St,37.77874161153677,-122.39274082710836
76,McCoppin St at Valencia St,37.77166246221617,-122.42242321372034
338,13th St at Franklin St,37.80318908113163,-122.27057933807372
92,Mission Bay Kids Park,37.772300631747626,-122.3930275440216
336,Potrero Ave and Mariposa St,37.76328094058097,-122.4073773622513
155,Emeryville Public Market,37.84052116694969,-122.29352831840517
235,Union St at 10th St,37.8072393,-122.2893702
339,Jackson St at 11th St,37.80000163118878,-122.26643800735472
323,Broadway at Kearny,37.79801364395978,-122.40595042705534
311,Paseo De San Antonio at 2nd St,37.333798,-121.886943
141,Valencia St at Cesar Chavez St,37.7479981,-122.4202187
171,Rockridge BART Station,37.84427875399067,-122.251900434494
35,8th St at Brannan St,37.771431362921085,-122.40578681230544
166,College Ave at Alcatraz Ave,37.8513755,-122.2525233
223,16th St Mission BART Station 2,37.7647652154977,-122.42009103298186
312,San Jose Diridon Station,37.329732,-121.901782
38,Masonic Ave at Turk St,37.779046658472055,-122.44729131460188
181,Grand Ave at Webster St,37.8113768,-122.2651925
79,7th St at Brannan St,37.7734919,-122.4036725
39,Scott St at Golden Gate Ave,37.7789994,-122.4368608
266,Parker St at Fulton St,37.8624644,-122.2647911
246,Berkeley Civic Center,37.8690599,-122.270556
88,11th St at Bryant St,37.7700298,-122.4117258
154,Doyle St at 59th St,37.8419238,-122.2880451
215,34th St at Telegraph Ave,37.8225475,-122.2663179
126,Esprit Park,37.7616343,-122.3906477
149,Emeryville Town Hall,37.8312752,-122.2856333
89,Division St at Potrero Ave,37.76921786152374,-122.40764558315276
102,Irwin St at 8th St,37.7668828,-122.3995794
294,Pierce Ave at Market St,37.327581,-121.884559
202,Washington St at 8th St,37.8007544,-122.2748943
198,Snow Park,37.80781318217903,-122.26449608802795
96,Dolores St at 15th St,37.7662102,-122.4266136
256,Hearst Ave at Euclid Ave,37.87511169286445,-122.26055324077606
248,Telegraph Ave at Ashby Ave,37.8559558,-122.2597949
277,Morrison Ave at Julian St,37.3336577,-121.9085859
85,Church St at Duboce Ave,37.7700831,-122.4291557
134,Valencia St at 24th St,37.7524278,-122.4206278
105,16th St at Prosper St,37.764285,-122.4318042
296,5th St at Virginia St,37.3259984,-121.87712
285,Webster St at O'Farrell St,37.78352083526095,-122.43115782737732
158,Shattuck Ave at Telegraph Ave,37.8332786,-122.2634901
304,Jackson St at 5th St,37.3487586867448,-121.89479783177376
81,Berry St at 4th St,37.77588,-122.39317
269,Telegraph Ave at Carleton St,37.8623199,-122.258801
268,Ellsworth St at Russell St,37.85749021457153,-122.26157784461977
195,Bay Pl at Vernon St,37.81231409135146,-122.26077854633331
249,Russell St at College Ave,37.8584732,-122.2532529
99,Folsom St at 15th St,37.7670373,-122.4154425
,,37.4,-121.94
101,15th St at Potrero Ave,37.76707850458367,-122.40735858678818
355,23rd St at Tennessee St,37.755367132158526,-122.38879501819608
52,McAllister St at Baker St,37.7774157,-122.4418376
343,Bryant St at 2nd St,37.783171989315306,-122.39357203245164
116,Mississippi St at 17th St,37.7648022,-122.3947713
305,Ryland Park,37.342725,-121.895617
341,Fountain Alley at S 2nd St,37.33618830029063,-121.8892765045166
365,Turk St at Fillmore St,37.78045005996349,-122.43194639682768
241,Ashby BART Station,37.8524766,-122.2702132
174,Shattuck Ave at 51st St,37.8368013,-122.2640037
276,Julian St at The Alameda,37.3322326,-121.9125165
381,20th St at Dolores St,37.75823842417928,-122.4260938167572
207,Broadway at Coronado Ave,37.8357883,-122.2516207
193,Grand Ave at Santa Clara Ave,37.8127441,-122.2472152
118,Eureka Valley Recreation Center,37.7591769,-122.4369431
51,Parker Ave at McAllister St,37.77610091264586,-122.4530929327011
91,Berry St at King St,37.771762110313176,-122.39843755960464
363,Salesforce Transit Center (Natoma St at 2nd St),37.78749210438603,-122.3982846736908
46,San Antonio Park,37.79013985185364,-122.24237322807312
186,Lakeside Dr at 14th St,37.8013189,-122.2626418
108,16th St Mission BART,37.76471008581914,-122.41995692253111
156,Stanford Ave at Hollis St,37.8384435,-122.2886647
211,Broadway at 40th St,37.8277573,-122.2567156
2,Mechanics Monument Plaza (Market St at Bush St),37.7913,-122.399051
372,Madison St at 17th St,37.8040367840236,-122.26240932941435
196,Grand Ave at Perkins St,37.80889393398715,-122.25646018981932
139,Garfield Square (25th St at Harrison St),37.7510171,-122.4119009
151,53rd St at Hollis St,37.8361823,-122.2871801
357,2nd St at Julian St,37.34113203547954,-121.8928438425064
42,San Francisco City Hall (Polk St at Grove St),37.77865,-122.41823
64,5th St at Brannan St,37.7767539,-122.3990176
201,10th St at Fallon St,37.7976728,-122.2629973
284,Yerba Buena Center for the Arts (Howard St at 3rd St),37.78487208436062,-122.40087568759915
146,30th St at San Jose Ave,37.7423139,-122.4231805
147,29th St at Tiffany Ave,37.7440667,-122.4214722
203,Webster St at 2nd St,37.795194764385954,-122.27396965026855
56,Koshland Park,37.77341396997343,-122.427316904068
138,Jersey St at Church St,37.7509004,-122.4274114
279,Santa Clara St at 7th St,37.3391456,-121.8841054
237,Fruitvale BART Station,37.7752321,-122.2244982
259,Addison St at Fourth St,37.866249,-122.2993708
398,Leavenworth St at Broadway,37.796470691622936,-122.4168576300144
179,Telegraph Ave at 27th St,37.816073115011406,-122.26788640022278
373,Potrero del Sol Park (25th St at Utah St),37.75179164525661,-122.40521550178528
167,College Ave at Harwood Ave,37.848152,-122.2521599
29,O'Farrell St at Divisadero St,37.7824046019341,-122.43944585323337
26,1st St at Folsom St,37.78729,-122.39438
41,Golden Gate Ave at Polk St,37.78127,-122.41874
327,5th St at San Salvador St,37.33203868095132,-121.8817663192749
145,29th St at Church St,37.7436839,-122.4268059
54,Alamo Square (Steiner St at Fulton St),37.77754677017323,-122.43327409029006
291,Autumn Parkway at Coleman Ave,37.3413348,-121.9031829
273,Fulton St at Ashby Ave,37.85557366182879,-122.2635653614998
124,19th St at Florida St,37.7604469,-122.410807
315,Market St at 45th St,37.834174,-122.272968
267,Derby St at College Ave,37.8618037,-122.2535687
214,Market St at Brockhurst St,37.8233214,-122.2757325
251,California St at University Ave,37.87055532905745,-122.27972030639648
232,MLK Jr Way at 14th St,37.8061628,-122.2760402
191,Market St at 40th St,37.8305452,-122.2739367
275,Julian St at 6th St,37.3429973,-121.8888891
309,San Jose City Hall,37.337391,-121.886995
255,Virginia St at Shattuck Ave,37.87657254910685,-122.26952791213988
187,Jack London Square,37.796248,-122.279352
242,Milvia St at Derby St,37.86012459911685,-122.2693844139576
337,Webster St at 19th St,37.80696976095594,-122.26658821105956
132,24th St at Chattanooga St,37.7518194,-122.4266139
278,The Alameda at Bush St,37.3319323,-121.9048882
175,49th St at Telegraph Ave,37.8359455,-122.2623663
178,Broadway at 30th St,37.8193814,-122.2619284
63,Bryant St at 6th St,37.775910222333366,-122.40257500673576
292,Empire St at 1st St,37.3448821,-121.8969655
364,China Basin St at 3rd St,37.7719996,-122.3899698
152,47th St at San Pablo Ave,37.83563220458518,-122.28105068206789
316,San Salvador St at 1st St,37.330165,-121.885831
318,San Carlos St at Market St,37.330698,-121.888979
216,San Pablo Ave at 27th St,37.8178269,-122.2756976
282,Market St at Park St,37.332426301252056,-121.89034938812256
162,Franklin St at 9th St,37.8005161,-122.2720799
313,Almaden Blvd at San Fernando St,37.331415,-121.8932
298,Oak St at 1st St,37.322124625448566,-121.88109040260316
295,William St at 10th St,37.3327938,-121.8759263
164,Isabella St at San Pablo Ave,37.81498823042416,-122.2748440504074
142,Guerrero Park,37.745738796183325,-122.42214024066924
351,10th St at University Ave,37.86906047545393,-122.29339957237242
218,DeFremery Park,37.8123315,-122.2851712
257,Fifth St at Delaware St,37.870407115465376,-122.29967594146729
358,Williams Ave at 3rd St,37.72927865173028,-122.39289611577988
233,4th Ave at E 12th St (Temporary Location),37.795913,-122.255547
173,Shattuck Ave at 55th St,37.8403643,-122.2644881
153,59th St at Horton St,37.8409452,-122.2913604
307,SAP Center,37.332692,-121.900084
192,37th St at West St,37.82669558640968,-122.27179706096648
287,Almaden Blvd at Balbach St,37.32673,-121.8892731
157,65th St at Hollis St,37.8467842,-122.2913761
314,Santa Clara St at Almaden Blvd,37.333988,-121.894902
265,Ninth St at Parker St,37.8588682,-122.2912095
169,Bushrod Park,37.8465156,-122.2653043
378,Empire St at 7th St,37.34774456553247,-121.89079999923706
361,Mendell St at Fairfax Ave,37.739853017984125,-122.38565549254416
344,16th St Depot,37.766348585937386,-122.39629179239272
288,Mission St at 1st St,37.3509643,-121.9020161
84,Duboce Park,37.7692005,-122.4338119
297,Locust St at Grant St,37.3229796,-121.8879312
213,32nd St at Adeline St,37.8238474,-122.2811926
212,Mosswood Park,37.82489252995112,-122.26043654610294
283,Delmas Ave and San Fernando St,37.3302641,-121.8977018
362,Lane St at Revere Ave,37.7317266935217,-122.3900556564331
286,San Carlos St at 11th St,37.3364659,-121.8766132
359,Williams Ave at Apollo St,37.73016750815088,-122.39896327257156
177,MacArthur Blvd at Telegraph Ave,37.8262863,-122.2651002
299,Bestor Art Park,37.3236779,-121.8741186
206,College Ave at Bryant Ave,37.8381269,-122.2512714
205,Miles Ave at Cavour St,37.8388,-122.258732
306,Saint James Park,37.339301,-121.889937
231,14th St at Filbert St,37.80874983465997,-122.28328227996823
227,Foothill Blvd at Fruitvale Ave,37.7837569,-122.2226033
236,Market St at 8th St,37.8036865,-122.282497
388,Backesto Park (Jackson St at 13th St),37.35288682729121,-121.88604980707169
222,10th Ave at E 15th St,37.7927143,-122.2487796
168,Alcatraz Ave at Shattuck Ave,37.849594967776646,-122.26556897163393
204,55th St at Telegraph Ave,37.8401858,-122.2618225
189,Genoa St at 55th St,37.8396488,-122.2717561
188,Dover St at 57th St,37.8426295,-122.267738
271,San Pablo Park,37.85578332030199,-122.28312671184538
221,6th Ave at E 12th St (Temporary Location),37.794396,-122.253842
389,Taylor St at 9th St,37.35306166133104,-121.89193725585936
217,27th St at MLK Jr Way,37.8170154,-122.2717615
228,Foothill Blvd at Harrington Ave,37.77993,-122.2177284
225,23rd Ave at Foothill Blvd,37.7851915,-122.2343822
303,San Pedro St at Hedding St,37.352601,-121.905733
209,45th St at MLK Jr Way,37.8335577,-122.2674183
289,5th St at Taylor St,37.3510173,-121.8959209
229,Foothill Blvd at 42nd Ave,37.7757452,-122.2130372
301,Willow St at Vine St,37.3184498,-121.8831724
226,26th Ave at International Blvd,37.781123,-122.2329915
234,Farnam St at Fruitvale Ave,37.778058,-122.2254
224,21st Ave at International Blvd,37.78485466229441,-122.23930478096008
